6535.59127	0.832797	0.000396
6535.59301	0.830335	0.000395
6535.59475	0.830405	0.000396
6535.59648	0.82836	0.000393
6535.59822	0.831972	0.000395
6535.59995	0.830387	0.000393
6535.60169	0.82972	0.000392
6535.60343	0.831156	0.000396
6535.60516	0.830286	0.000392
6535.6069	0.828732	0.000392
6535.60863	0.830321	0.000393
6535.61037	0.825327	0.000395
6535.61211	0.830308	0.000397
6535.61384	0.828017	0.000396
6535.61558	0.829211	0.000397
6535.61732	0.828333	0.000399
6535.61905	0.830455	0.000398
6535.62079	0.827968	0.000397
6535.62252	0.830875	0.000399
6535.62426	0.826845	0.0004
6535.626	0.829331	0.000399
6535.62773	0.827895	0.000405
6535.62947	0.830557	0.000402
6535.6312	0.830678	0.000404
6535.63294	0.831967	0.000403
6535.63468	0.829376	0.000401
6535.63641	0.829996	0.000402
6535.63815	0.831911	0.000407
6535.63988	0.834416	0.000407
6535.64162	0.828078	0.000403
6535.64336	0.828849	0.000405
6535.64509	0.829872	0.000405
6535.64683	0.829502	0.000406
6535.64857	0.828641	0.00041
6535.6503	0.831104	0.000409
6535.65204	0.828247	0.000412
6535.65377	0.83216	0.000409
6535.65551	0.828871	0.000407
6535.65725	0.83135	0.00041
6535.65898	0.827372	0.000411
6535.66072	0.826561	0.000424
6535.66245	0.827634	0.00043
6535.66419	0.828349	0.000434
6535.66593	0.830936	0.000431
6535.66766	0.826682	0.000432
6535.6694	0.828939	0.000448
6535.67113	0.829754	0.000433
6535.67287	0.828901	0.000424
6535.67461	0.82922	0.00043
6535.67634	0.827953	0.00043
6535.67808	0.829854	0.000435
6535.67982	0.829679	0.000422
6535.68155	0.829494	0.000419
6535.68329	0.830814	0.000415
6535.68502	0.830887	0.000409
6535.68676	0.831375	0.000408
6535.6885	0.823923	0.000408
6535.69023	0.825401	0.000415
6535.69197	0.827329	0.00042
6535.6937	0.824515	0.000418
6535.69544	0.820143	0.000418
6535.69718	0.820782	0.000417
6535.69891	0.816532	0.000416
6535.70065	0.811496	0.000416
6535.70238	0.813141	0.000419
6535.70412	0.811873	0.00042
6535.70586	0.813097	0.00042
6535.70759	0.815952	0.000425
6535.70933	0.81032	0.000426
6535.71107	0.807103	0.000426
6535.7128	0.809163	0.000429
6535.71454	0.809573	0.000428
6535.71627	0.802768	0.000424
6535.71801	0.806863	0.000432
6535.71975	0.80969	0.00044
6535.72148	0.808524	0.000439
6535.72322	0.80799	0.000447
6535.72495	0.806982	0.000449
6535.72669	0.802713	0.000451
6535.73016	0.813582	0.000461
6535.73537	0.810197	0.000467
6535.73711	0.812442	0.000469
6535.73884	0.811741	0.000469
6535.74058	0.81485	0.000471
6535.74232	0.818533	0.000469
6535.74405	0.809713	0.000467
6535.74579	0.812455	0.000469
6535.74752	0.81522	0.000479
6535.751	0.826165	0.000499
6535.75273	0.819363	0.000488
6535.7562	0.826673	0.000508
6535.75794	0.829089	0.000515
6535.75968	0.824112	0.000512
6535.76141	0.830277	0.000526
6535.76488	0.830626	0.000558
6535.77009	0.829408	0.000545
6535.7753	0.826336	0.000591
