56600.45153	0.66419	0.001306
56600.45222	0.671333	0.001258
56600.45292	0.662755	0.001168
56600.45361	0.657258	0.001103
56600.45431	0.667824	0.001065
56600.455	0.663689	0.001021
56600.45639	0.660883	0.000954
56600.45708	0.666315	0.000921
56600.45778	0.65913	0.00089
56600.45847	0.667441	0.000887
56600.45917	0.655683	0.000851
56600.45986	0.659055	0.000841
56600.46056	0.651759	0.000812
56600.46125	0.655836	0.000815
56600.46194	0.657686	0.000805
56600.46264	0.655763	0.000791
56600.46333	0.649836	0.000776
56600.46403	0.659048	0.00078
56600.46472	0.657363	0.000774
56600.46542	0.644325	0.000756
56600.46611	0.660231	0.00077
56600.46681	0.661151	0.00076
56600.4675	0.658248	0.000758
56600.46819	0.655129	0.000761
56600.46889	0.653415	0.000742
56600.46958	0.650802	0.000748
56600.47028	0.656285	0.000746
56600.47097	0.65285	0.000737
56600.47167	0.653684	0.00074
56600.47236	0.659047	0.000749
56600.47306	0.653141	0.000733
56600.47375	0.645669	0.000721
56600.47444	0.652105	0.000727
56600.47514	0.652201	0.000731
56600.47583	0.65106	0.000722
56600.47653	0.649482	0.000722
56600.47722	0.653606	0.000722
56600.47792	0.650167	0.000722
56600.47861	0.651779	0.00072
56600.47931	0.653546	0.000717
56600.48	0.647577	0.000709
56600.48069	0.652288	0.000713
56600.48139	0.650931	0.000714
56600.48208	0.647295	0.000716
56600.48278	0.6526	0.000709
56600.48347	0.653277	0.000715
56600.48417	0.651011	0.00071
56600.48486	0.653214	0.000709
56600.48556	0.65407	0.00071
56600.48625	0.646976	0.000703
56600.48694	0.649406	0.000699
56600.48764	0.64872	0.000698
56600.48833	0.6477	0.000697
56600.48903	0.650971	0.000694
56600.48972	0.653288	0.000702
56600.49042	0.649025	0.000696
56600.49111	0.646518	0.000692
56600.49181	0.649191	0.000695
56600.4925	0.651947	0.000698
56600.49319	0.653526	0.000692
56600.49389	0.653618	0.000694
56600.49458	0.652497	0.000693
56600.49528	0.652648	0.000686
56600.49597	0.648943	0.000688
56600.49667	0.647389	0.000686
56600.49736	0.650229	0.000683
56600.49806	0.651014	0.000684
56600.49875	0.650101	0.000679
56600.49944	0.651293	0.00068
56600.50014	0.650098	0.000682
56600.50083	0.650353	0.000677
56600.50153	0.653272	0.00068
56600.50222	0.651586	0.000676
56600.50292	0.650152	0.00067
56600.50361	0.652179	0.000674
56600.50431	0.648003	0.000675
56600.505	0.648771	0.000668
56600.50569	0.649166	0.00067
56600.50639	0.654647	0.000675
56600.50708	0.651355	0.000668
56600.50778	0.65517	0.000671
56600.50847	0.649998	0.000668
56600.50917	0.648734	0.00066
56600.50986	0.650966	0.000668
56600.51056	0.646555	0.000663
56600.51125	0.650242	0.000663
56600.51194	0.649986	0.000667
56600.51264	0.649751	0.00066
56600.51333	0.650096	0.000654
56600.51472	0.645411	0.000656
56600.51542	0.646053	0.000659
56600.52423	0.642048	0.001265
56600.52492	0.647591	0.001272
56600.52561	0.653423	0.00128
56600.52631	0.653476	0.001285
56600.527	0.653397	0.001285
56600.5277	0.645536	0.001267
56600.52839	0.650696	0.001278
56600.52909	0.649634	0.001268
56600.52978	0.651916	0.001275
56600.53048	0.65299	0.00127
56600.53117	0.649864	0.001275
56600.53186	0.656356	0.001272
56600.53256	0.655395	0.001284
56600.53325	0.648764	0.001257
56600.53395	0.652446	0.001267
56600.53464	0.6527	0.001266
56600.53534	0.653449	0.001268
56600.53603	0.65656	0.001276
56600.53673	0.653491	0.001278
56600.53742	0.655552	0.001272
56600.53811	0.650042	0.001259
56600.53881	0.654871	0.001267
56600.5395	0.654521	0.001263
56600.5402	0.657647	0.001269
56600.54089	0.656575	0.001266
56600.54159	0.657354	0.001265
56600.54228	0.653022	0.001257
56600.54298	0.658056	0.001266
56600.54367	0.654517	0.001256
56600.54436	0.646783	0.001237
56600.54506	0.652599	0.001248
56600.54575	0.652425	0.001246
56600.54645	0.651415	0.001244
56600.54714	0.653236	0.001251
56600.54784	0.654906	0.001247
56600.54853	0.653644	0.001252
56600.54923	0.6524	0.001241
56600.54992	0.655021	0.001251
56600.55061	0.651822	0.001252
56600.55131	0.653729	0.001248
56600.552	0.65304	0.00125
56600.5527	0.650017	0.001237
56600.55339	0.647849	0.001236
56600.55409	0.650295	0.001245
56600.55478	0.651128	0.001238
56600.55548	0.651953	0.001248
56600.55617	0.649182	0.001235
56600.55686	0.658314	0.001256
56600.55756	0.653086	0.001244
56600.55825	0.65176	0.001234
56600.55895	0.646325	0.001222
56600.55964	0.653033	0.001235
56600.56034	0.651903	0.001235
56600.56103	0.649164	0.001225
56600.56173	0.652004	0.00123
56600.56242	0.656142	0.001237
56600.56311	0.65652	0.001235
56600.56381	0.646254	0.001223
56600.5645	0.647992	0.001223
56600.5652	0.654191	0.001234
56600.56589	0.653503	0.001234
56600.56659	0.657009	0.001235
56600.56728	0.655745	0.001231
56600.56798	0.657883	0.001235
56600.56867	0.651448	0.001225
56600.56936	0.65032	0.001221
56600.57006	0.651437	0.001228
56600.57075	0.652824	0.001223
56600.57145	0.650219	0.001218
56600.57214	0.655278	0.001231
56600.57284	0.656738	0.001225
56600.57353	0.654864	0.001229
56600.57423	0.65623	0.001232
56600.57492	0.658668	0.001236
